0	0	-2.0	-1.0
1	0	-1.75	-0.75
2	0	-1.5	-0.5
3	0	-1.25	-0.25
4	0	-1.0	0.0
5	0	-0.75	0.25
6	0	-0.5	0.5
7	0	-0.25	0.75
8	0	0.0	1.0
9	0	0.25	1.25
10	0	0.5	1.5
11	0	0.75	1.75
12	0	1.0	2.0
0	1	-2.0	-2.0
1	1	-1.75	-1.75
2	1	-1.5	-1.5
3	1	-1.25	-1.25
4	1	-1.0	-1.0
5	1	-0.75	-0.75
6	1	-0.5	-0.5
7	1	-0.25	-0.25
8	1	0.0	0.0
9	1	0.25	0.25
10	1	0.5	0.5
11	1	0.75	0.75
12	1	1.0	1.0
13	1	1.25	1.25
14	1	1.5	1.5
15	1	1.75	1.75
