90	1	-2.9	-0.1
91	1	-2.9	1.6
92	1	-2.9	1.7
93	1	-2.8	0.0
94	1	-2.8	0.1
95	1	-2.8	1.8
96	1	-2.7	0.2
97	1	-2.7	0.3
98	1	-2.7	1.9
99	1	-2.7	2.0
100	1	-2.6	0.4
101	1	-2.6	0.5
102	1	-2.6	2.1
103	1	-2.5	0.6
104	1	-2.5	0.7
105	1	-2.5	2.2
106	1	-2.4	0.8
107	1	-2.4	2.2
108	1	-2.3	1.1
109	1	-2.3	2.3
110	1	-2.2	1.2
111	1	-2.2	2.4
112	1	-2.1	1.3
113	1	-2.1	1.4
114	1	-2.1	2.4
115	1	-2.0	1.5
116	1	-2.0	2.5
117	1	-1.9	1.6
118	1	-1.9	2.5
119	1	-1.8	1.6
120	1	-1.8	2.6
121	1	-1.7	1.7
122	1	-1.7	2.6
123	1	-1.6	1.8
124	1	-1.6	2.7
125	1	-1.5	1.8
126	1	-1.5	2.7
127	1	-1.4	1.9
128	1	-1.4	2.8
129	1	-1.3	1.9
130	1	-1.3	2.8
131	1	-1.2	2.0
132	1	-1.2	2.8
133	1	-1.1	2.0
134	1	-1.1	2.9
135	1	-1.0	2.0
136	1	-1.0	2.9
137	1	-0.9	2.1
138	1	-0.9	3.0
139	1	-0.8	2.1
140	1	-0.8	3.0
141	1	-0.7	2.2
142	1	-0.7	3.0
143	1	-0.6	2.2
144	1	-0.6	3.0
145	1	-0.5	2.2
146	1	-0.5	3.1
147	1	-0.4	2.3
148	1	-0.3	2.3
149	1	-0.3	3.1
150	1	-0.2	2.3
151	1	-0.2	3.2
152	1	-0.1	2.4
153	1	-0.1	3.2
154	1	0.0	2.4
155	1	0.0	3.2
156	1	0.1	2.4
157	1	0.1	3.2
158	1	0.2	2.4
159	1	0.2	3.3
160	1	0.3	3.3
161	1	0.4	2.5
162	1	0.4	3.3
163	1	0.5	2.5
164	1	0.5	3.3
165	1	0.6	2.5
166	1	0.6	3.3
167	1	0.7	2.5
168	1	0.7	3.3
169	1	0.8	2.5
170	1	0.8	3.3
171	1	0.9	2.4
172	1	0.9	3.3
173	1	1.0	2.4
174	1	1.0	3.3
175	1	1.1	2.4
176	1	1.1	3.2
177	1	1.2	2.3
178	1	1.2	3.2
179	1	1.3	2.2
180	1	1.3	3.2
181	1	1.4	2.1
182	1	1.4	3.1
183	1	1.5	2.0
184	1	1.5	3.1
185	1	1.6	1.8
186	1	1.6	1.9
187	1	1.6	3.0
188	1	1.7	1.6
189	1	1.7	1.7
190	1	1.7	2.9
191	1	1.8	1.4
192	1	1.8	1.5
193	1	1.8	2.9
194	1	1.9	1.2
195	1	1.9	1.3
196	1	1.9	2.8
197	1	2.0	0.9
198	1	2.0	1.0
199	1	2.0	1.1
200	1	2.0	2.7
201	1	2.1	0.6
202	1	2.1	0.7
203	1	2.1	0.8
204	1	2.1	2.5
205	1	2.1	2.6
206	1	2.2	0.2
207	1	2.2	0.3
208	1	2.2	0.4
209	1	2.2	0.5
210	1	2.2	2.4
211	1	2.3	-0.2
212	1	2.3	-0.1
213	1	2.3	0.0
214	1	2.3	0.1
215	1	2.3	2.3
216	1	2.4	-0.6
217	1	2.4	-0.5
218	1	2.4	-0.4
219	1	2.4	-0.3
220	1	2.4	2.1
221	1	2.4	2.2
222	1	2.5	-1.4
223	1	2.5	-1.3
224	1	2.5	-1.2
225	1	2.5	-1.1
226	1	2.5	-1.0
227	1	2.5	-0.9
228	1	2.5	-0.8
229	1	2.5	1.8
230	1	2.5	1.9
231	1	2.5	2.0
232	1	2.6	-3.2
233	1	2.6	-3.1
234	1	2.6	-3.0
235	1	2.6	-2.9
236	1	2.6	-2.8
237	1	2.6	-2.7
238	1	2.6	-2.6
239	1	2.6	-2.5
240	1	2.6	-2.4
241	1	2.6	-2.3
242	1	2.6	-2.2
243	1	2.6	-2.1
244	1	2.6	-2.0
245	1	2.6	-1.9
246	1	2.6	-1.8
247	1	2.6	-1.7
248	1	2.6	-1.6
249	1	2.6	-1.5
250	1	2.6	1.6
251	1	2.6	1.7
252	1	2.7	-3.4
253	1	2.7	-3.3
254	1	2.7	1.3
255	1	2.7	1.4
256	1	2.7	1.5
257	1	2.8	-3.5
258	1	2.8	1.1
259	1	2.8	1.2
260	1	2.9	-3.6
261	1	2.9	0.7
262	1	2.9	0.8
263	1	2.9	0.9
264	1	2.9	1.0
265	1	3.0	-3.6
266	1	3.0	0.3
267	1	3.0	0.4
268	1	3.0	0.5
269	1	3.0	0.6
270	1	3.1	-3.6
271	1	3.1	0.0
272	1	3.1	0.1
273	1	3.1	0.2
274	1	3.2	-3.6
275	1	3.2	-0.5
276	1	3.2	-0.4
277	1	3.2	-0.3
278	1	3.2	-0.2
279	1	3.3	-3.5
280	1	3.3	-1.1
281	1	3.3	-1.0
282	1	3.3	-0.9
283	1	3.3	-0.8
284	1	3.3	-0.7
285	1	3.3	-0.6
286	1	3.4	-3.4
287	1	3.4	-3.3
288	1	3.4	-2.7
289	1	3.4	-2.6
290	1	3.4	-2.5
291	1	3.4	-2.4
292	1	3.4	-2.3
293	1	3.4	-2.2
294	1	3.4	-2.1
295	1	3.4	-2.0
296	1	3.4	-1.9
297	1	3.4	-1.8
298	1	3.4	-1.7
299	1	3.4	-1.6
300	1	3.4	-1.5
301	1	3.4	-1.4
302	1	3.4	-1.3
303	1	3.4	-1.2
304	1	3.5	-3.2
305	1	3.5	-3.1
306	1	3.5	-3.0
307	1	3.5	-2.9
308	1	3.5	-2.8
