0	1	-3.9	-3.5
1	1	-3.9	-3.4
2	1	-3.9	-3.3
3	1	-3.9	-3.2
4	1	-3.9	-3.1
5	1	-3.9	-3.0
6	1	-3.9	-2.9
7	1	-3.9	-2.8
8	1	-3.9	-2.7
9	1	-3.9	-2.6
10	1	-3.9	-2.5
11	1	-3.9	-2.4
12	1	-3.9	-2.3
13	1	-3.9	-2.2
14	1	-3.9	-2.1
15	1	-3.9	-2.0
16	1	-3.9	-1.9
17	1	-3.9	-1.8
18	1	-3.9	-1.7
19	1	-3.9	-1.6
20	1	-3.9	-1.5
21	1	-3.9	-1.4
22	1	-3.9	-1.3
23	1	-3.9	-1.2
24	1	-3.9	-1.1
25	1	-3.9	-1.0
26	1	-3.9	-0.8
27	1	-3.9	-0.7
28	1	-3.9	-0.6
29	1	-3.9	-0.5
30	1	-3.8	-3.6
31	1	-3.8	-0.4
32	1	-3.8	-0.3
33	1	-3.8	-0.2
34	1	-3.8	-0.1
35	1	-3.7	-3.7
36	1	-3.7	0.0
37	1	-3.7	0.1
38	1	-3.6	-3.7
39	1	-3.6	0.2
40	1	-3.6	0.3
41	1	-3.5	0.4
42	1	-3.5	0.5
43	1	-3.4	-3.7
44	1	-3.4	0.6
45	1	-3.4	0.7
46	1	-3.3	-3.7
47	1	-3.3	0.8
48	1	-3.3	0.9
49	1	-3.2	-3.6
50	1	-3.2	1.0
51	1	-3.2	1.1
52	1	-3.1	-3.5
53	1	-3.1	-3.4
54	1	-3.1	-3.3
55	1	-3.1	-3.2
56	1	-3.1	-3.1
57	1	-3.1	-3.0
58	1	-3.1	-2.9
59	1	-3.1	-2.8
60	1	-3.1	-2.7
61	1	-3.1	-2.6
62	1	-3.1	-2.5
63	1	-3.1	-2.4
64	1	-3.1	-2.3
65	1	-3.1	-2.2
66	1	-3.1	-2.1
67	1	-3.1	-2.0
68	1	-3.1	-1.9
69	1	-3.1	-1.8
70	1	-3.1	-1.7
71	1	-3.1	-1.6
72	1	-3.1	-1.5
73	1	-3.1	-1.4
74	1	-3.1	-1.3
75	1	-3.1	-1.2
76	1	-3.1	-1.1
77	1	-3.1	-1.0
78	1	-3.1	-0.9
79	1	-3.1	-0.8
80	1	-3.1	-0.7
81	1	-3.1	1.2
82	1	-3.1	1.3
83	1	-3.0	-0.6
84	1	-3.0	-0.5
85	1	-3.0	-0.4
86	1	-3.0	-0.3
87	1	-3.0	1.4
88	1	-3.0	1.5
89	1	-2.9	-0.2
